column,category_value,row_count,share_pct,default_count,default_rate_pct,is_missing_category,rare_category_flag
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQYaZipBi7Spgj8wEtDRa0k=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQYjo6TQ6lJb/xDcu+LRo0E=,1,0.0,1,100.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQZ65K7+OvL47p5pV3G6A/4=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQZN4EwHC9RpIAqDdANH31M=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQZYOBVokE2QAq921oFEXxM=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQaHvNzEUSPoBOcI6vuDZ/0=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQaOOXlc0On3iFWJ3JPh8sI=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQajBH82OvIUzcYxZVR1uFA=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQb0UapQaINQTdEWVUU1/hA=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQbXY7ktJgYnaUTva4TukQs=,1,0.0,1,100.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQbl6z1GPIFsQpOHMwEulac=,1,0.0,1,100.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQbpL7VuCe6FxkD0BFEEWts=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQcr67d36Cr0v31D+yAwSzE=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQcrdtwvlSeglqP1Df+Y5+w=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQcs5OOZGBnDY0Nm20C3Nl8=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQcyWPFQPElIH9lKlpjQ2II=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQd4hbezm+FbpLkOpaWWVPY=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQdCHsCx4siF7Go2mQffGt8=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQdKHwL0xEidHtYZv9v71M4=,1,0.0,1,100.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQdOcD5KfxhFAHzOXmROtlc=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQdQFB91amkbi7KNW9/IpP4=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQdYUuZ4FBlYQXrJWS5jtro=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQdovEKH7b5MA/g53nxcZxs=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQeTKvTGWmbDeNMAASiqgCo=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQeV8hAo27gLIEfa76gKG1k=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQea5VYBTASudK/D2+FMdfI=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQegHM8BI4PbNxAHJFDromA=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQeiewQ96W66XxbuRriFmWY=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQfDYef7nv8+4XFX81VYcMU=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQfwCS7dE3MK944DzCCISho=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQg6YL/+XSnyV0mZoBkKc+4=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQgnvYKxMWPBj73l5Ja1VBc=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQgpqgCZAALRqJ2JzjnnYdw=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQh92bD/09oZHw+2W9Ekirk=,1,0.0,1,100.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQhNZUsoWwFwbGwqe6u07D8=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQheMXWInkMFUc9lQ23/OcA=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQhepmsJH2EZkLdvSFtEA18=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQi2COa1D0Lw9hewz7VYc5I=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQiGftMVOoJvCpV44hEaAvo=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQiZu8vyk4ZTurOAhI+fCjY=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQifOdEaS0Np27U6JG5St5Q=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQj6NcSWTec2TvcbftF0s/Y=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQjjIUk8BgTr726mX10mrew=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQk0AKCiwd9iHeghugwE8YE=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQk7YcMZS1BAa3A91tJCX/s=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQkPil/xiaMaA4GBzSEHDLA=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQkWaQNWK5drCLymMwsKZ2Q=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQkd77rAg2HwP13Mvw7D2gQ=,1,0.0,1,100.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQkenvOcgbedcsU8UER5t5Y=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQlDmlFNgE9ZDsTiGkalah0=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQlDsXliTyU3ZbkA3OLj+ZE=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQlecirxWSkl0gO5p+DAvpg=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQlkRoeTbJrRy/IzS8Weg0k=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQln3MtHHR+KmZFy5b1pq7w=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQm5h3ObcwT5OEEqKH2VcaA=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQnpoFWF2n2fevNsbFB8a/s=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQo+ufsrZDkYjf6YcJjAB2A=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQo4r6roXh0rbTKjj9STWR0=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQoLTWuxjl2B7GtIVTx3VTs=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQoMsmygOAJUqRP6aBqQwV8=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQoaA95jnz5lglppjjeHiEQ=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQoj5NemjA0iObAZSlHDdrU=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQos/78i2AToFUIcBk7ljhw=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQp6CQVBEI3yzBz1Iac80Oc=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQq5lk4LaWMSkpPD+YhXI7g=,1,0.0,1,100.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQqZ5XhJ5g31UD5/puW8tJU=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQqc2E6wN1kdAOYMZ3Z3LQY=,1,0.0,1,100.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQqdTNyIzCYe4Tdvx/hpNc0=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQr8Q9wXDuS6ho0GEBLxcpY=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQrAb7SM4VButwVRILhnwDQ=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQrg+HFpujFPuHcaApKNf8Y=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQrkwOI50GtISXURU9tsENA=,1,0.0,1,100.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQs4GpEi0ei0IxW2/krM/LM=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQsczer/ZQJd0ld19UYtwAs=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQsjpRFfupXHGf0eveAT1Pw=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQsmUGLBvoTk28fK1qxeiR4=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQsyHZt1TadSkqOeh/FEBJ8=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQt1fSwuWVKMgK1KPq7KST4=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQtZvbozwJZ4thpf38Bsqxc=,1,0.0,1,100.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQu2BiZeFfAnvGZsL0cAc4I=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQug0usTFaLi5DdbzaAmmlQ=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQv/vV29RoCk6BXT6S0CkuY=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQv4Siii1lYCx+PXWwctKAA=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQvA1EsSu7r7H8dWw1JVuuM=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQvPKXOwj5p6IcxqdJhCZ7c=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQvSOorG4OI+X3+7PYiD2dc=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQveB39KEMlysLeDS3b9v5M=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQviB1hE42VPoeaPZUgQyDs=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQvwODj5H2dJndcmYiC9gYM=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQwT9RZdxSmrYlLsgUKRty0=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQwonnMLv1xeVT9Ng10Aqvo=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQwpVjngVdJE+ccO9SuXa4c=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQx4i+j1wd6EGnAM9ODkR54=,1,0.0,1,100.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQxPnLeJByxGLvGvXEcHWr4=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQyIRMW8Z48JMZyjsoXqTrA=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQyPqdjp8HYespvcCm3WFog=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQya8Lk86PVeuzGEUJwowi4=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQyxERm3r2td+cAs4QdQe90=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQz9PvQjHC5V+TL4YruJcy8=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQzW+bZzJ7SKYFQ4y+6dT0Q=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQzb+oFQooNStCEXei4l/SM=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQzf1pF/GTufzlM90JfNw8U=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQzhm17RUp0pTKDjQoh6Nic=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQzkZJwCNC+TyrRqtQ8uMKM=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIQzsvFMAuc05juQNuplj4uw=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIR+7pc4BHoRhIsbmLJOyXl0=,1,0.0,1,100.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIR+V9QLNTKVZSZINPH/rLJM=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIR+pidFbotE6Qr9CyJuPlDg=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIR+zDHnImeRyrwtdJvWipiA=,1,0.0,0,0.0,False,True
industry,mLVIVxoGY7TUDJ1FyFoSIZi1SFcaBmO01AydRchaEiGYtUhXGgZjtNQMnUXIWhIhmLVIVxoGY7TUDJ1FyFoSIR/6xgGZxX0OmyYMhPtRkKU=,1,0.0,0,0.0,False,True
